Property_ID,Listing_Title,Property_Type,Listing_Type,Created_F,Created,Scraped_F,Scraped,Latitude,Longitude,Airbnb_PID,Airbnb_HID
ab-31411167,8 Bedroom Luxury Chalet Rental w/ Master Suite - 6800 | Blue Mountain Lodges,Chalet,Entire home/apt,2/26/19,2019-02-26,5-24-19,2019-05-24,44.51129,-80.32476,31411167,230132750
ab-31411168,9 Bedroom Chalet Rental w/ Cathedral Ceiling - 6969 | Blue Mountain Lodges,Chalet,Entire home/apt,1/21/19,2019-01-21,3-24-19,2019-03-24,44.51184,-80.3252,31411168,230132750
ab-31411171,Delphi Lane,House,Entire home/apt,1/21/19,2019-01-21,5-24-19,2019-05-24,44.5128,-80.32346,31411171,230132750
ab-31411174,Mountain Springs Studio Loft Condo - 9112,Condominium,Entire home/apt,1/21/19,2019-01-21,5-24-19,2019-05-24,44.51125,-80.3238,31411174,230132750
ab-31411179,One bedroom condo,Condominium,Entire home/apt,1/21/19,2019-01-21,5-24-19,2019-05-24,44.51338,-80.32446,31411179,230132750
ab-31411187,One bedroom condo at Mountain Springs Resort/9405,Condominium,Entire home/apt,1/21/19,2019-01-21,5-24-19,2019-05-24,44.51311,-80.32485,31411187,230132750
ab-31411191,Renovated Studio loft condo 9916,Condominium,Entire home/apt,1/21/19,2019-01-21,5-24-19,2019-05-24,44.51112,-80.32501,31411191,230132750
ab-31411194,Rivergrass 2 bedroom condo pool and hot tub/7212,Condominium,Entire home/apt,1/21/19,2019-01-21,5-24-19,2019-05-24,44.5134,-80.32355,31411194,230132750
ab-31411197,Snowbridge property minutes away from golf/7232,House,Entire home/apt,1/21/19,2019-01-21,5-24-19,2019-05-24,44.51134,-80.32538,31411197,230132750
ab-31411200,Studio Loft condo at Mountain Spring Resort w/ Free Parking-,Condominium,Entire home/apt,1/21/19,2019-01-21,5-24-19,2019-05-24,44.51172,-80.32506,31411200,230132750
ab-31411206,Studio Mountain Spring Resort 9404 | Blue Mountain Lodges,Condominium,Entire home/apt,1/21/19,2019-01-21,5-24-19,2019-05-24,44.51335,-80.32355,31411206,230132750
ab-31411208,Three bedroom at Sierra Lane in Blue Mountains/7314,House,Entire home/apt,1/21/19,2019-01-21,5-24-19,2019-05-24,44.51125,-80.32346,31411208,230132750
ab-31411212,Three bedroom at Sierra Lane in Blue Mountains/7315,House,Entire home/apt,1/21/19,2019-01-21,5-24-19,2019-05-24,44.51122,-80.32483,31411212,230132750
ab-31411215,Three bedroom at Sierra Lane in Blue Mountains/7327,House,Entire home/apt,1/21/19,2019-01-21,5-24-19,2019-05-24,44.51296,-80.32504,31411215,230132750
ab-28280924,Nocimo Woods Stone Wall Cabin,Nature lodge,Private room,9/10/18,2018-09-10,5-21-19,2019-05-21,44.38283,-80.41859,28280924,213578336
ab-31430458,Three bedroom at Snowbridge in Blue Mountains 7338,House,Entire home/apt,1/21/19,2019-01-21,4-16-19,2019-04-16,44.51264,-80.32463,31430458,230132750
ab-31430460,Three bedroom at Wintergreen in Blue Mountains/3312,House,Entire home/apt,1/21/19,2019-01-21,5-24-19,2019-05-24,44.51323,-80.32447,31430460,230132750
ab-31430465,Three bedroom at Wintergreen in Blue Mountains/3321,House,Entire home/apt,1/21/19,2019-01-21,5-24-19,2019-05-24,44.51176,-80.32344,31430465,230132750
ab-31430469,Three bedroom condo at MountainWalk in Blue Mountains/2344,Condominium,Entire home/apt,1/21/19,2019-01-21,5-24-19,2019-05-24,44.51315,-80.32349,31430469,230132750
ab-31430472,Three bedroom condo at MountainWalk in Blue Mountains/2345,Condominium,Entire home/apt,1/21/19,2019-01-21,5-24-19,2019-05-24,44.51322,-80.32539,31430472,230132750
ab-31430479,Three bedroom condo at Mountainwalk/2334,Condominium,Entire home/apt,1/21/19,2019-01-21,5-24-19,2019-05-24,44.51303,-80.32475,31430479,230132750
ab-31430484,Three bedroom in Rivergrass in Blue Mountains 7336,House,Entire home/apt,1/21/19,2019-01-21,5-24-19,2019-05-24,44.51151,-80.32322,31430484,230132750
ab-31430488,Two bedroom at Cachet Crossing/1219,House,Entire home/apt,1/21/19,2019-01-21,5-24-19,2019-05-24,44.51257,-80.32397,31430488,230132750
ab-31430489,Two bedroom at Cachet Crossing/1229,House,Entire home/apt,1/21/19,2019-01-21,5-24-19,2019-05-24,44.51186,-80.324,31430489,230132750
ab-31430492,Two bedroom at Chateau Ridge in Blue Mountains - 8232,House,Entire home/apt,2/26/19,2019-02-26,5-24-19,2019-05-24,44.51287,-80.32529,31430492,230132750
ab-33807297,Beaver River Retreat Bed & Breakfast,Bed and breakfast,Private room,4/19/19,2019-04-19,5-24-19,2019-05-24,44.54589,-80.46554,33807297,197729270
ab-31430496,Two bedroom at Chateau Ridge in Blue Mountains/8239,House,Entire home/apt,1/21/19,2019-01-21,5-24-19,2019-05-24,44.51121,-80.32449,31430496,230132750
ab-31430502,Two bedroom at Snowbridge in Blue Mountains/7228,House,Entire home/apt,1/21/19,2019-01-21,5-24-19,2019-05-24,44.51131,-80.32504,31430502,230132750
ab-31430504,Two bedroom condo in Blue Mountains/7216,Condominium,Entire home/apt,1/21/19,2019-01-21,5-24-19,2019-05-24,44.51135,-80.32474,31430504,230132750
ab-31430511,Two bedroom condo in Blue Mountains/7217,Condominium,Entire home/apt,1/21/19,2019-01-21,5-24-19,2019-05-24,44.51186,-80.32375,31430511,230132750
ab-31430512,"Two bedroom condo in Chateau Ridge, Ski-in Ski-out/8236",Condominium,Entire home/apt,1/21/19,2019-01-21,5-24-19,2019-05-24,44.51329,-80.32344,31430512,230132750
ab-31430514,Two bedroom in Rivergrass 7239,House,Entire home/apt,1/21/19,2019-01-21,5-24-19,2019-05-24,44.51329,-80.32367,31430514,230132750
ab-31430518,Two bedroom in Rivergrass in Blue Mountains/7234,House,Entire home/apt,1/21/19,2019-01-21,5-24-19,2019-05-24,44.51124,-80.32534,31430518,230132750
ab-31430521,Two bedroom in Rivergrass in Blue Mountains/7246,House,Entire home/apt,1/21/19,2019-01-21,5-24-19,2019-05-24,44.5111,-80.32348,31430521,230132750
ab-31430523,Two bedroom property in Rivergrass/7236,House,Entire home/apt,1/21/19,2019-01-21,5-24-19,2019-05-24,44.51258,-80.32344,31430523,230132750
ab-31430526,"Two bedroom ski in, ski out at Chateau Ridge/8235",House,Entire home/apt,1/21/19,2019-01-21,5-24-19,2019-05-24,44.51339,-80.3234,31430526,230132750
ab-31430529,Two bedroom slope size in Blue Mountain/8211,House,Entire home/apt,1/21/19,2019-01-21,5-24-19,2019-05-24,44.51334,-80.32367,31430529,230132750
ab-31430531,Two bedroom slope size in Blue Mountain/8234,House,Entire home/apt,1/21/19,2019-01-21,5-24-19,2019-05-24,44.51324,-80.32401,31430531,230132750
ab-31435635,Stylish Chalet min to slopes,Chalet,Entire home/apt,1/10/19,2019-01-10,1-22-19,2019-01-22,44.49701519,-80.29117542,31435635,36823972
ab-33869357,"Blue Mountain, 3 BR, Slopeside - Chateau Ridge",Condominium,Entire home/apt,4/17/19,2019-04-17,5-22-19,2019-05-22,44.50593,-80.32078,33869357,223673220
ha-424635vb,Luxury Chalet at the base of Blue Mountain,Chalet,Entire home/apt,,#VALUE!,5-12-19,2019-05-12,44.5161299,-80.32543304,,
ha-424678vb,Family Getaway On Top Of Blue Mountain   ,Chalet,Entire home/apt,,#VALUE!,6-8-17,2017-06-08,44.5007136,-80.3331144,,
ha-4263015,"Studio condo rental at Mountain Springs Resort, ski in ski out location - 9407   ",House,Entire home/apt,,#VALUE!,12-21-17,2017-12-21,44.512222,-80.324222,,
ha-426530vb,Family friendly chalet in the Blue Mountains -- Thornbury   ,Chalet,Entire home/apt,,#VALUE!,6-16-17,2017-06-16,44.55409609,-80.43340225,,
ha-4270495,"AMAZING 2 Bed 2 Bath, Main Floor... 5 min walk to the Village!!!",Condo,Entire home/apt,,#VALUE!,5-12-19,2019-05-12,44.50608805,-80.30759197,,
ha-4293411,3 Bedroom Seasonal Rental -142   ,House,Entire home/apt,,#VALUE!,6-8-17,2017-06-08,44.512222,-80.324222,,
ha-4299188,"Romantic chalet steps from Blue Mountain, accommodates 6",Chalet,Entire home/apt,,#VALUE!,5-18-19,2019-05-18,44.50284975,-80.30402695,,
ha-4315307,3 Bedroom Seasonal Rentals - 140   ,House,Entire home/apt,,#VALUE!,6-8-17,2017-06-08,44.512222,-80.324222,,
ha-4329494,Fieldstone Country Home   ,House,Entire home/apt,,#VALUE!,6-8-17,2017-06-08,44.53730808,-80.43199582,,
ha-4331349,1 Bedroom Mountain Spring Resort - 9804 | Blue Mountain Lodges   ,House,Entire home/apt,,#VALUE!,7-21-17,2017-07-21,44.512222,-80.324222,,
ha-207976vb,"Quiet,  cozy right in town- walk to everything",Bungalow,Entire home/apt,,#VALUE!,5-12-19,2019-05-12,44.5640179,-80.4479992,,
ha-208169vb,"Collingwood, Blue Mountain, Historic Snowbridge, Main Floor",Chalet,Entire home/apt,,#VALUE!,5-9-19,2019-05-09,44.50790766,-80.29797772,,
ha-4364203,Classic 6 bedroom Genesis Chalet - At the top of Blue first run free,Chalet,Entire home/apt,,#VALUE!,5-18-19,2019-05-18,44.5028281,-80.3355947,,
ha-4365578,4 Bedroom Luxury Chalet Rental - 6457  Blue Mountain Lodges   ,House,Entire home/apt,,#VALUE!,8-24-18,2018-08-24,44.51410769,-80.32470243,,
ha-4365591,2 Story Ski-in / Ski-out Chalet   ,Condo,Entire home/apt,,#VALUE!,11-1-17,2017-11-01,44.5121307,-80.3242478,,
ha-483961vb,Luxury Condo - Great Location!   ,Townhome,Entire home/apt,,#VALUE!,6-27-18,2018-06-27,44.506248,-80.3107392,,
ha-259536vb,The Loons at Christie Beach - Enjoy 4 Seasons on Georgian Bay,Cottage,Entire home/apt,,#VALUE!,5-23-19,2019-05-23,44.59438324,-80.51024628,,
ha-4377056,North Creek Resort at Blue,Condo,Entire home/apt,,#VALUE!,5-22-19,2019-05-22,44.5159,-80.3243,,
ha-485097vb,"  SUMMER WEEKS July 22-29,29-Aug5, 19-26  available. Fall special booking now!    ",Condo,Entire home/apt,,#VALUE!,7-5-17,2017-07-05,44.506125,-80.3080319,,
ha-4857584,The Lodges at Blue Mountain - Rivergrass Condo,Resort,Entire home/apt,,#VALUE!,5-22-19,2019-05-22,44.50612,-80.30803,,
ha-4858011,Summit Ridge 6 - Near Blue Mountain Ski Resort,Hotel,Entire home/apt,,#VALUE!,5-17-19,2019-05-17,44.51227,-80.32021,,
ha-4379812,Mountain View 1 - Near Blue Mountain Ski Resort,Cottage,Entire home/apt,,#VALUE!,5-12-19,2019-05-12,44.51385,-80.31436,,
ha-4379817,Summit Ridge 1 - Near Blue Mountain Ski Resort,Cottage,Entire home/apt,,#VALUE!,5-16-19,2019-05-16,44.51172,-80.31948,,
ha-4379825,Summit Ridge 2 - Near Blue Mountain Ski Resort,Cottage,Entire home/apt,,#VALUE!,5-12-19,2019-05-12,44.51165,-80.31947,,
ha-4379831,Summit Ridge 3 - Near Blue Mountain Ski Resort,Cottage,Entire home/apt,,#VALUE!,5-22-19,2019-05-22,44.51119,-80.31989,,
ha-4379838,106 Birchview - Near Blue Mountain Ski Resort,Cottage,Entire home/apt,,#VALUE!,5-22-19,2019-05-22,44.51278,-80.31151,,
ha-4379845,128 Birch View Trail,Cottage,Entire home/apt,,#VALUE!,5-17-19,2019-05-17,44.51378,-80.31092,,
ha-4379850,Claire Glen Chalet - Near Blue Mountain Ski Resort,Cottage,Entire home/apt,,#VALUE!,5-15-19,2019-05-15,44.49416,-80.29976,,
ha-4379857,Summit Ridge 4 - Near Blue Mountain Ski Resort,Cottage,Entire home/apt,,#VALUE!,5-22-19,2019-05-22,44.51116,-80.32003,,
ha-4379861,Mountain View 2 - Near Blue Mountain Ski Resort,Cottage,Entire home/apt,,#VALUE!,5-12-19,2019-05-12,44.51391,-80.31412,,
ha-4382121,Royal Harbour Resort,Corporate Apartment,Entire home/apt,,#VALUE!,5-22-19,2019-05-22,44.56528,-80.4516,,
ha-4867625,The Lodges at Blue Mountain - Cachet Crossing Condos,Resort,Entire home/apt,,#VALUE!,5-22-19,2019-05-22,44.5046,-80.31382,,
ha-4383348,Beautifully Maintained Chalet with Stunning Views of Georgian Bay - 616290   ,Chalet,Entire home/apt,,#VALUE!,7-6-18,2018-07-06,44.49895853,-80.34075969,,
ha-4383350,Golfer's Delight with Private Putting Green and Upscale Finishings  616355   ,Chalet,Entire home/apt,,#VALUE!,7-5-18,2018-07-05,44.50003607,-80.32971876,,
ha-4383351,Charming one-of-a-kind Getaway Perfectly Positioned on the Top of Blue Mountain -615360   ,House,Entire home/apt,,#VALUE!,7-1-18,2018-07-01,44.49853828,-80.32341733,,
ha-4383352,Walking Distance to The Blue Mountain Village! Oversized Open Concept Chalet 920241,Chalet,Entire home/apt,,#VALUE!,5-14-19,2019-05-14,44.5135573,-80.3118196,,
ha-4869767,The Lodges at Blue Mountain - Chalets,House,Entire home/apt,,#VALUE!,5-21-19,2019-05-21,44.51452,-80.31204,,
ha-303938vb,Large Luxury Chalet/1 Km from Village and Slopes/Private Pool,Chalet,Entire home/apt,,#VALUE!,10-24-18,2018-10-24,44.51151276,-80.311409,,
ha-4408934,Cozy Chalet For Rent - Base of  Blue Mountain,House,Entire home/apt,,#VALUE!,5-13-19,2019-05-13,44.4951032,-80.2975261,,
ha-4881481,The Lodges at Blue Mountain - Sierra Lane Condos,Resort,Entire home/apt,,#VALUE!,5-12-19,2019-05-12,44.50516,-80.30858,,
ha-4881537,Walking Distance to The Blue Mountain Village! Memorable Chalet for Family Getaways 714230,Chalet,Entire home/apt,,#VALUE!,5-22-19,2019-05-22,44.512602,-80.3094474,,
ha-4883509,109 Plater Street - Near Blue Mountain Ski Resort,House,Entire home/apt,,#VALUE!,5-16-19,2019-05-16,44.49876,-80.30589,,
ha-4883860,The Lodges at Blue Mountain - Wintergreen Condos,Resort,Entire home/apt,,#VALUE!,5-17-19,2019-05-17,44.50604,-80.31068,,
ha-4426702,Walking Distance to The Blue Mountain Village! Renovated Chalet in a Serene Forest 718263,Chalet,Entire home/apt,,#VALUE!,5-13-19,2019-05-13,44.5151267,-80.3105623,,
ha-4433834,"Summit Ridge 6- Executive Chalet, Floor to Ceiling Windows + Hot Tub- Fall Fun!",Chalet,Entire home/apt,,#VALUE!,5-20-19,2019-05-20,44.5124364,-80.3201765,,
ha-4433835,"Summit Ridge 5- Executive Chalet, Floor to Ceiling Windows + Hot Tub- Fall Fun!",Chalet,Entire home/apt,,#VALUE!,5-16-19,2019-05-16,44.5120254,-80.3204999,,
ha-7469521,3 Bedroom Mountain Side Condo on Golf Course - 7312  Blue Mountain Lodges,House,Entire home/apt,,#VALUE!,5-12-19,2019-05-12,44.512222,-80.324222,,
ha-7480101,2 Bedroom Mountain Side Condo on Golf Course - 7255  Blue Mountain Lodges,House,Entire home/apt,,#VALUE!,5-21-19,2019-05-21,44.512222,-80.324222,,
ha-4437972,Four Season Executive Blue Mountains Townhouse with Mountain Views   ,House,Entire home/apt,,#VALUE!,9-7-18,2018-09-07,44.51266894,-80.31032319,,
ha-7485463,Walking Distance to The Blue Mountain Village! A Classic Chalet with a Hot Tub 620315,Chalet,Entire home/apt,,#VALUE!,5-16-19,2019-05-16,44.5142073,-80.3120578,,
ha-4442344,Bed and Breakfast on top of Blue Mountain Ski Resorts,Bed And Breakfast,Entire home/apt,,#VALUE!,5-16-19,2019-05-16,44.5016412,-80.3344525,,
ha-4444266,Mountain House - As Seen On Hgtv : Income Property,Chalet,Entire home/apt,,#VALUE!,5-20-19,2019-05-20,44.5136153,-80.3172166,,
ha-7493015,Four minutes to Blue Mountain Ski Village,Chalet,Entire home/apt,,#VALUE!,5-14-19,2019-05-14,44.5216459,-80.3059136,,
ha-489710vb,Beautifully Maintained Condo Within Walking Distance Of The Village At Blue   ,Condo,Entire home/apt,,#VALUE!,8-3-17,2017-08-03,44.5065829,-80.30794916,,
ha-4446776,Authentic log cabin in the heart of The Blue Mountains,Cabin,Entire home/apt,,#VALUE!,3-17-19,2019-03-17,44.5440653,-80.41587772,,
ha-491045vb,Condo in Thornbury - Short Walk to Georgian Bay and Town,Townhome,Entire home/apt,,#VALUE!,5-11-19,2019-05-11,44.5616358,-80.459634,,
ha-360669vb,Blue Mountain Executive Home (Collingwood),Chalet,Entire home/apt,,#VALUE!,5-18-19,2019-05-18,44.51161957,-80.31131744,,
ha-493079vb,Exquisite 3 Bedroom Home in the Beautiful Blue Mountains!,Townhome,Entire home/apt,,#VALUE!,5-12-19,2019-05-12,44.5058603,-80.30801608,,
ha-4460230,Two bedroom in Rivergrass in Blue Mountains/7250   ,House,Entire home/apt,,#VALUE!,11-6-17,2017-11-06,44.512222,-80.324222,,
ha-3689622,"Welcome to Hillside Studio 2 with resort hot tub, shuttle, Wifi & parking",Condo,Entire home/apt,,#VALUE!,5-18-19,2019-05-18,44.4956522,-80.3014206,,
ha-4945467,Cozy Confederation Log Home... Georgian Bay Living!,Cabin,Entire home/apt,,#VALUE!,5-22-19,2019-05-22,44.54415874,-80.41643129,,
ha-4947612,The Lodges at Blue Mountain - Mountain Walk Condos,Resort,Entire home/apt,,#VALUE!,5-17-19,2019-05-17,44.50655,-80.31597,,
ha-4949099,The Lodges at Blue Mountain - Historic Snowbridge Condos,Resort,Entire home/apt,,#VALUE!,5-14-19,2019-05-14,44.50541,-80.30457,,
ha-3725824,Slope Side Chalet Inspired Large Condo (fully renovated),Condo,Entire home/apt,,#VALUE!,5-15-19,2019-05-15,44.50764852,-80.31987043,,
ha-7528861,BLUE MOUNTAIN 2 STOREY TOWNHOUSE - SLEEPS 7,Townhome,Entire home/apt,,#VALUE!,5-15-19,2019-05-15,44.50594264,-80.30169849,,
ha-4466425,"109 Plater- A Luxury Chalet, Vaulted Ceilings, Fireplace+ Hot Tub- Fall Fun!",Chalet,Entire home/apt,,#VALUE!,5-23-19,2019-05-23,44.4987561,-80.3058872,,
ha-4466763,6 Bed luxury Chalet  Fabulous views/ Hot tub/ pool table sauna    ,House,Entire home/apt,,#VALUE!,2-15-18,2018-02-15,44.50740024,-80.31290904,,
ha-7530855,Nirvana at Blue Mountain- 2 Bed 2 Bath,House,Entire home/apt,,#VALUE!,5-12-19,2019-05-12,44.5075404,-80.2996085,,
ha-4972930,The Lodges at Blue Mountain - Chateau Ridge Condos,Condo,Entire home/apt,,#VALUE!,5-20-19,2019-05-20,44.50783,-80.32004,,
ha-4973007,Summit Ridge 5 - Near Blue Mountain Ski Resort,House,Entire home/apt,,#VALUE!,5-16-19,2019-05-16,44.5121,-80.32037,,
ha-1037045vb,"Kickback Cottage 38C- Hot Tub, Walk To The Village   ",Cottage,Entire home/apt,,#VALUE!,11-16-17,2017-11-16,44.51424555,-80.31217582,,
ha-4984450,Family friendly chalet cottage with local Georgian Bay access.,Cottage,Entire home/apt,,#VALUE!,5-23-19,2019-05-23,44.5378342,-80.3963723,,
ha-4987197,Modern Fully Furnished Town house near Blue Mtn & Craigleith,House,Entire home/apt,,#VALUE!,3-3-19,2019-03-03,44.49696512,-80.30013205,,
ha-1038044vb,Brand New 8 Bedroom Luxury Chalet / Hot Tub/t the Base of Ski Hills,Chalet,Entire home/apt,,#VALUE!,3-18-19,2019-03-18,44.51124687,-80.32115527,,
ha-4997971,Adorable 2 bed 2 bath end unit townhouse in Thornbury 5 minute walk to Georgian Bay,House,Entire home/apt,,#VALUE!,5-12-19,2019-05-12,44.5616196,-80.4593015,,
ha-4997972,"Delightful furnished 3 bedroom Townhouse in Thornbury, 5 minute walk to Georgian Bay",House,Entire home/apt,,#VALUE!,5-20-19,2019-05-20,44.5615441,-80.4588349,,
ha-3848215,"Welcome to Hillside Studio 1 with a Mountain View, Full Kitchen, Wifi, Shuttle",Studio,Entire home/apt,,#VALUE!,5-13-19,2019-05-13,44.51234416,-80.32340887,,
ha-500232vb,"Beautiful Blue Mountain View, private setting on Monterra Golf Course and ravine   ",Townhome,Entire home/apt,,#VALUE!,10-23-17,2017-10-23,44.5082423,-80.302915,,
ha-504321vb,"Ski In/Ski Out, Executive Chalet",Chalet,Entire home/apt,,#VALUE!,11-14-18,2018-11-14,44.50684,-80.3254886,,
ha-1044309vb, 5 bedroom chalet First run is FREE,Chalet,Entire home/apt,,#VALUE!,5-22-19,2019-05-22,44.50217361,-80.33347018,,
ha-510404vb,Rivergrass At Blue Mountain!   ,Townhome,Entire home/apt,,#VALUE!,10-30-17,2017-10-30,44.50553894,-80.30797317,,
ha-4498639,""" Journey "" 6 Bedrooms TOP OF BLUE -- FIRST RUN IS FREE",House,Entire home/apt,,#VALUE!,5-23-19,2019-05-23,44.5006009,-80.3333765,,
ha-515283vb,"Luxe condo 3 BR 3 Bath, Walk to Village ALL-INCLUSIVE PRICING Contact for quote!   ",Condo,Entire home/apt,,#VALUE!,10-3-17,2017-10-03,44.5053027,-80.3084178,,
ha-7610886,Fantastic 5 Bed Blue Mountain Chalet Sleeps 14 - Amazing Views of Blue Mountain,Chalet,Entire home/apt,,#VALUE!,5-23-19,2019-05-23,44.5112643,-80.3155438,,
ha-7621750,3 Bedroom Mountain Side Condo - 3329  Blue Mountain Lodges,House,Entire home/apt,,#VALUE!,5-14-19,2019-05-14,44.512222,-80.324222,,
ha-4518162,Strobahry Jam - Georgian Bay,Cottage,Entire home/apt,,#VALUE!,5-21-19,2019-05-21,44.5185083,-80.3380187,,
ha-563637vb,Cleanest Luxury Chalet across from Village w Karaoke!   ,Townhome,Entire home/apt,,#VALUE!,10-10-17,2017-10-10,44.506248,-80.3107392,,
ha-3928340,Ultimate Blue Mountain Summer   ,Estate,Entire home/apt,,#VALUE!,12-7-17,2017-12-07,44.49948679,-80.28575364,,
ha-588610vb,Gorgeous Blue Mountain Condo   ,Condo,Entire home/apt,,#VALUE!,6-8-17,2017-06-08,44.5059709,-80.3080408,,
ha-3967122,Amazing Luxury 9 Bed Chalet With Hot Tub    ,Chalet,Entire home/apt,,#VALUE!,2-7-18,2018-02-07,44.51403038,-80.30783298,,
ha-59420vb,"FATHER'S DAY WKND Available. SUMMER WEEKS OPEN July 14-21,28-Aug4,11-18, 25-1st!   ",Condo,Entire home/apt,,#VALUE!,6-16-17,2017-06-16,44.50615441,-80.30769167,,
ha-597083vb,Lovely Family Home with beach in walking distance,House,Entire home/apt,,#VALUE!,5-24-19,2019-05-24,44.5208425,-80.3022268,,
ha-1065309vb,This beautiful property with 24 acres located in 15 min from Blue Mountains,Chalet,Entire home/apt,,#VALUE!,5-12-19,2019-05-12,44.40340249,-80.40201784,,
ha-602798vb,Chateau Ridge 2 Bedroom Condo..SLOPESIDE!    ,Condo,Entire home/apt,,#VALUE!,12-21-17,2017-12-21,44.507818,-80.3200055,,
ha-454366vb,Blue Mountain private getaway    ,Condo,Entire home/apt,,#VALUE!,6-8-17,2017-06-08,44.5122538,-80.323596,,
ha-3979549,128 Birchview Trail- European Style Chalet- Sauna + Hot Tub- Fall Fun!,Chalet,Entire home/apt,,#VALUE!,5-18-19,2019-05-18,44.49204636,-80.38854218,,
ha-3979551,"Claire Glen Chalet - Indoor Pool, Large Deck + Hot Tub- Fall Fun!",Chalet,Entire home/apt,,#VALUE!,5-18-19,2019-05-18,44.49106979,-80.38854218,,
ha-608678vb,Chalet just steps from Blue Mountain!   ,Chalet,Entire home/apt,,#VALUE!,8-21-17,2017-08-21,44.4942628,-80.2984537,,
ha-3979552,"Mountain View 1- Large Open Concept, + Hot Tub- Fall Fun!",Chalet,Entire home/apt,,#VALUE!,5-23-19,2019-05-23,44.48959732,-80.38922882,,
ha-3979553,"Summit Ridge 1 - Blue Mountains, Ontario- Spring is here!   ",Chalet,Entire home/apt,,#VALUE!,8-14-18,2018-08-14,44.48839003,-80.39245755,,
ha-3979585,"Stylish 3 Bedroom Chalet - Collingwood, Ontario - Fall Special - Couples Massage",Chalet,Entire home/apt,,#VALUE!,3-16-19,2019-03-16,44.5220725,-80.3367641,,
ha-613826vb,Stunning 2 Bedrooms / 2 Bathrooms Condo In The Blue Mountain Village,Condo,Entire home/apt,,#VALUE!,5-23-19,2019-05-23,44.505845,-80.308059,,
ha-622990vb,Spectacular Mountain Top View Across Georgian Bay   ,Chalet,Entire home/apt,,#VALUE!,6-8-17,2017-06-08,44.49966344,-80.33790918,,
ha-765549vb,3 Bedroom Townhouse Walking Distance To Blue Mountain,Townhome,Entire home/apt,,#VALUE!,5-20-19,2019-05-20,44.510657,-80.3148606,,
ha-7657210,3 Bedroom Mountain Side Condo w/ Pull Out Sofa - 7348  Blue Mountain Lodges,House,Entire home/apt,,#VALUE!,5-15-19,2019-05-15,44.512222,-80.324222,,
ha-7663821,Luxurious Blue Mountain Estate,House,Entire home/apt,,#VALUE!,5-14-19,2019-05-14,44.50675493,-80.30073911,,
ha-456055vb,"Blue Mountain True Ski In/Out Condo, 50m from base to lift, 1/2mi to The Village",Condo,Entire home/apt,,#VALUE!,5-22-19,2019-05-22,44.50757316,-80.31940469,,
ha-4572302,Designer Inspired Cottage/Chalet in Blue Mountain - First Class - FALL RENTAL,Cottage,Entire home/apt,,#VALUE!,5-17-19,2019-05-17,44.5252604,-80.3457626,,
ha-7675788,Luxurious spacious home - $250 gift certificate,Chalet,Entire home/apt,,#VALUE!,5-18-19,2019-05-18,44.5095502,-80.3159791,,
ha-7675789,"Stylish 3 Bedroom Chalet - Collingwood, Ontario -$250 gift certificate",Chalet,Entire home/apt,,#VALUE!,5-18-19,2019-05-18,44.5220725,-80.3367641,,
ha-3980728,Unique Octagon Chalet-820324 - Blue Mountains   ,Chalet,Entire home/apt,,#VALUE!,6-8-17,2017-06-08,44.51190948,-80.31469727,,
ha-3980729,Walking Distance to The Blue Mountain Village! Conveniently Located With Hot Tub-514171,Chalet,Entire home/apt,,#VALUE!,5-18-19,2019-05-18,44.5018467,-80.304064,,
ha-3980731,Walking Distance to The Blue Mountain Village! Chalet with Spectacular Views - 516276,Chalet,Entire home/apt,,#VALUE!,5-16-19,2019-05-16,44.5138563,-80.3161748,,
ha-3980732,Walking Distance to The Blue Mountain Village! Charming Getaway near Blue Mountain- 412328,Chalet,Entire home/apt,,#VALUE!,5-22-19,2019-05-22,44.5137,-80.3090506,,
ha-7676335,Brand new Snowbridge Townhome 7340,House,Entire home/apt,,#VALUE!,5-24-19,2019-05-24,44.512222,-80.324222,,
ha-3980735,Spectacular Six Bedroom Viceroy Chalet on Top of Blue Mountain  615263,Chalet,Entire home/apt,,#VALUE!,5-21-19,2019-05-21,44.5003769,-80.3363577,,
ha-3980737,Walking Distance to The Blue Mountain Village! Welcoming Open Concept Chalet - 616278,Chalet,Entire home/apt,,#VALUE!,5-18-19,2019-05-18,44.513997,-80.3106433,,
ha-3980742,Classic Swiss Style Chalet with Sauna near Blue Mountain Summer Amenities- 410284   ,Chalet,Entire home/apt,,#VALUE!,7-5-18,2018-07-05,44.50522336,-80.31573927,,
ha-3980744,Walking Distance to The Blue Mountain Village! Oversized Swiss Style Chalet - 920239,Chalet,Entire home/apt,,#VALUE!,5-23-19,2019-05-23,44.5134095,-80.3120637,,
ha-3980746,Upscale Six Bedroom Executive Chalet right on top of Blue Mountain- 618356,Chalet,Entire home/apt,,#VALUE!,5-13-19,2019-05-13,44.5021429,-80.3310767,,
ha-3980750,Fall Colours! Luxury Chalet At Chairlifts -820232 - Blue Mountains,Chalet,Entire home/apt,,#VALUE!,10-8-18,2018-10-08,44.49460764,-80.30743135,,
ha-3980751,Walking Distance to The Blue Mountain Village! Mountain Facing Chalet -616281,Chalet,Entire home/apt,,#VALUE!,5-23-19,2019-05-23,44.5155135,-80.3087231,,
ha-3980756,Walking Distance to The Blue Mountain Village! Eight Bedroom Swiss Style Chalet-820341,Chalet,Entire home/apt,,#VALUE!,5-15-19,2019-05-15,44.514099,-80.3070546,,
